[('4', '-18')] => [('3', '-16')] : 0.31
[('5', '-14')] => [('8', '-11')] : 0.29
[('3', '-12')] => [('2', '-8')] : 0.3
[('3', '-12')] => [('3', '-10')] : 0.6
[('7', '-12')] => [('6', '-12')] : 0.25
[('6', '-13')] => [('3', '-10')] : 0.29
[('7', '-15')] => [('8', '-14')] : 0.44
[('7', '-10')] => [('4', '-9')] : 0.31
[('4', '-14')] => [('6', '-15')] : 0.46
[('2', '-6')] => [('4', '-9')] : 0.33
[('5', '-17')] => [('6', '-16')] : 0.6
[('3', '-17')] => [('4', '-19')] : 0.36
[('4', '-12')] => [('3', '-12')] : 0.44
[('7', '-15')] => [('4', '-14')] : 0.31
[('4', '-19')] => [('3', '-17')] : 0.31
[('9', '-7')] => [('9', '-8')] : 0.63
[('7', '-6')] => [('7', '-5')] : 0.88
[('4', '-13')] => [('8', '-13')] : 0.31
[('5', '-8')] => [('2', '-6')] : 0.5
[('8', '-10')] => [('9', '-7')] : 0.38
[('5', '-16')] => [('4', '-16')] : 0.31
[('7', '-15')] => [('7', '-14')] : 0.56
[('3', '-12')] => [('7', '-13')] : 0.25
[('7', '-14')] => [('7', '-12')] : 0.28
[('9', '-4')] => [('9', '-5')] : 0.7
[('6', '-9')] => [('7', '-7')] : 0.58
[('3', '-9')] => [('8', '-11')] : 0.29
[('4', '-15')] => [('5', '-16')] : 0.63
[('5', '-14')] => [('5', '-13')] : 0.29
[('2', '-10')] => [('2', '-9')] : 0.61
[('4', '-11')] => [('3', '-10')] : 0.63
[('3', '-16')] => [('3', '-15')] : 0.31
[('5', '-12')] => [('6', '-11')] : 0.42
[('4', '-11')] => [('3', '-9')] : 0.5
[('3', '-12')] => [('2', '-10')] : 0.6
[('7', '-11')] => [('3', '-10')] : 0.32
[('4', '-11')] => [('8', '-11')] : 0.31
[('4', '-18')] => [('3', '-18')] : 0.44
[('3', '-11')] => [('2', '-10')] : 0.44
[('10', '-10')] => [('9', '-11')] : 1.0
[('8', '-10')] => [('4', '-13')] : 0.46
[('9', '-8')] => [('6', '-11')] : 0.5
[('2', '-7')] => [('3', '-7')] : 0.27
[('4', '-13')] => [('3', '-9')] : 0.31
[('3', '-9')] => [('3', '-11')] : 0.43
[('6', '-14')] => [('6', '-13')] : 0.45
[('5', '-15')] => [('5', '-16')] : 0.38
[('8', '-13')] => [('7', '-13')] : 0.4
[('6', '-10')] => [('6', '-9')] : 0.57
[('7', '-12')] => [('8', '-10')] : 0.35
[('2', '-7')] => [('2', '-5')] : 0.5
[('2', '-9')] => [('2', '-10')] : 0.48
[('4', '-14')] => [('3', '-10')] : 0.46
[('8', '-13')] => [('7', '-15')] : 0.6
[('2', '-5')] => [('4', '-9')] : 0.26
[('4', '-13')] => [('8', '-10')] : 0.38
[('6', '-14')] => [('5', '-14')] : 0.32
[('4', '-10')] => [('4', '-9')] : 0.6
[('6', '-16')] => [('7', '-15')] : 0.5
[('4', '-9')] => [('3', '-9')] : 0.5
[('3', '-9')] => [('4', '-11')] : 0.38
[('6', '-12')] => [('6', '-11')] : 0.57
[('8', '-12')] => [('7', '-13')] : 0.76
[('9', '-7')] => [('8', '-9')] : 0.63
[('5', '-14')] => [('8', '-12')] : 0.29
[('8', '-14')] => [('6', '-15')] : 0.63
[('7', '-8')] => [('6', '-11')] : 0.5
[('5', '-10')] => [('4', '-10')] : 0.56
[('3', '-9')] => [('2', '-9')] : 0.43
[('2', '-8')] => [('3', '-12')] : 0.29
[('4', '-14')] => [('2', '-9')] : 0.54
[('7', '-7')] => [('7', '-9')] : 0.38
[('2', '-6')] => [('2', '-8')] : 0.33
[('8', '-13')] => [('8', '-14')] : 0.4
[('6', '-13')] => [('6', '-14')] : 0.59
[('9', '-2')] => [('9', '-3')] : 1.0
[('5', '-15')] => [('6', '-15')] : 0.67
[('7', '-15')] => [('5', '-17')] : 0.44
[('9', '-12')] => [('8', '-13')] : 0.78
[('5', '-15')] => [('7', '-14')] : 0.29
[('9', '-10')] => [('6', '-13')] : 0.5
[('3', '-10')] => [('2', '-6')] : 0.32
[('10', '-9')] => [('6', '-15')] : 0.83
[('8', '-13')] => [('10', '-8')] : 0.33
[('8', '-11')] => [('4', '-11')] : 0.33
[('4', '-12')] => [('2', '-9')] : 0.31
[('9', '-10')] => [('8', '-13')] : 0.5
[('3', '-11')] => [('4', '-13')] : 0.4
[('8', '-12')] => [('6', '-16')] : 0.29
[('3', '-13')] => [('2', '-11')] : 0.5
[('3', '-16')] => [('3', '-17')] : 0.44
[('2', '-10')] => [('2', '-11')] : 0.56
[('6', '-15')] => [('8', '-13')] : 0.31
[('8', '-12')] => [('5', '-14')] : 0.29
[('4', '-13')] => [('5', '-15')] : 0.31
[('3', '-9')] => [('4', '-12')] : 0.29
[('6', '-14')] => [('8', '-11')] : 0.27
[('5', '-11')] => [('3', '-8')] : 0.29
[('8', '-13')] => [('8', '-12')] : 0.67
[('5', '-17')] => [('8', '-12')] : 0.33
[('9', '-11')] => [('8', '-13')] : 0.67
[('8', '-12')] => [('7', '-14')] : 0.59
[('5', '-14')] => [('4', '-14')] : 0.29
[('4', '-11')] => [('2', '-6')] : 0.31
[('6', '-13')] => [('7', '-12')] : 0.65
[('5', '-14')] => [('6', '-14')] : 0.41
[('8', '-10')] => [('3', '-11')] : 0.38
[('7', '-7')] => [('6', '-9')] : 0.54
[('3', '-15')] => [('3', '-14')] : 0.56
[('7', '-11')] => [('7', '-9')] : 0.26
[('5', '-13')] => [('7', '-12')] : 0.36
[('8', '-10')] => [('8', '-9')] : 0.46
[('7', '-14')] => [('6', '-15')] : 0.61
[('6', '-10')] => [('7', '-7')] : 0.36
[('8', '-9')] => [('2', '-7')] : 0.36
[('4', '-16')] => [('3', '-16')] : 0.58
[('7', '-11')] => [('6', '-15')] : 0.26
[('6', '-9')] => [('7', '-9')] : 0.42
